sector,school_name,suburb,postcode,phone,public_email,contact_form_url,website_url,source_directory_url,last_verified_date,lat,lon,website_checked
government,Casuarina Senior College,Moil,0810,,csc.admin@education.nt.gov.au,http://www.casuarinaseniorcollege.com.au/contact-us,http://www.casuarinaseniorcollege.com.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.3836,130.879,true
government,Kintore Street School,Katherine,0850,,,,http://web.ntschools.net/w/kintorestreet/Pages/Home.aspx,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-14.46361,132.25918,true
independent,NT Christian College,Marrara,0812,,admin.ntcc@ntschools.net,https://www.ntcc.nt.edu.au/contact-us/,https://www.ntcc.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.40795029,130.917266,true
government,Arlparra School,Utopia,0872,,info@australianschoolsdirectory.com.au,https://www.australianschoolsdirectory.com.au/contact.php,https://www.australianschoolsdirectory.com.au/3475/arlparra-school-alice-springs,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-22.087628,134.775047,true
independent,Mapuru Yirralka College,Mapuru,0822,,,,http://www.arnhemweavers.com.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.252298,135.437467,true
independent,Good Shepherd Lutheran College,Howard Springs,0835,,admin@goodshepherd.nt.edu.au,https://www.goodshepherd.nt.edu.au/contact/outside-school-hours-care,https://www.goodshepherd.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.495852,131.024977,true
government,Dripstone Secondary College,Tiwi,0810,,,,http://www.dripstonemiddle.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,,,true
government,Katherine High School,Katherine East,0850,,admin.kathehs@ntschools.net,https://katherinehighschool.us18.list-manage.com/subscribe/post?u=b603acc98c7918a29903b32dc&id=460f45a120,https://www.katherinehighschool.com.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-14.46347,132.28306,true
government,Nhulunbuy High School,Nhulunbuy,0880,,,,http://web.ntschools.net/w/nhs/pages/home.aspx,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.18676,136.78298,true
government,Nightcliff High School,Nightcliff,0810,,admin.nightms@ntschools.net,http://www.nightcliffmiddle.nt.edu.au/,http://www.nightcliffmiddle.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,,,true
government,Sanderson High School,Malak,0812,,,,https://sandersonmiddle.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,,,true
government,Taminmin College,Humpty Doo,0836,,admin.taminmin@ntschools.net,https://taminmin.nt.edu.au/,http://www.taminmin.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.58037,131.10089,true
government,Tennant Creek High School,Tennant Creek,0860,,,,http://,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-19.644142,134.196942,true
government,Alice Springs School Of The Air,Alice Springs,0870,,assoa@assoa.nt.edu.au,https://www.assoa.nt.edu.au/contact/,http://www.assoa.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-23.67805,133.86618,true
government,Katherine School Of The Air,Katherine,0850,,kath.soa@education.nt.gov.au,https://www.ksa.nt.edu.au/contact-us,https://www.ksa.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-14.4502,132.26948,true
government,Alawa Primary School,Alawa,0810,,alawa.school@ntschools.net,http://www.alawaprimary.nt.edu.au,http://www.alawaprimary.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.38022,130.87754,true
government,Anula Primary School,Anula,0812,,anula.admin@ntschools.net,https://www.anulaprimaryschool.com/general-information,https://www.anulaprimaryschool.com/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.39162,130.89369,true
government,Bakewell Primary School,Bakewell,0832,,admin.bakewell@education.nt.gov.au,https://bakewellprimary.com.au/contact/,http://www.bakewellprimary.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.49362,130.99373,true
government,Bees Creek Primary School,Freds Pass,0822,,,,http://beescreekschool.com,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.5408,131.0528,true
government,Berry Springs Primary School,Berry Springs,0838,,berrysprings.primary@education.nt.gov.au,https://berryspringsprimary.nt.edu.au/,http://www.berryspringsprimary.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.7159,130.98749,true
government,Bradshaw Primary School,Gillen,0870,,bradshaw.school@education.nt.gov.au,http://www.bradshawprimary.nt.edu.au/contact2bc2c58b,http://www.bradshawprimary.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-23.7085,133.8595,true
government,Braitling Primary School,Braitling,0870,,admin.braitsch@education.nt.gov.au,https://braitlingps.nt.edu.au/contact/,https://braitlingps.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-23.677393,133.867691,true
government,Casuarina Street Primary School,Katherine East,0850,,defence.mentor@education.nt.gov.au,https://casuarinastreetprimary.nt.edu.au/contact-us/,https://casuarinastreetprimary.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-14.466,132.29644,true
government,Clyde Fenton Primary School,Katherine,0850,,admin.clydesch@education.nt.gov.au,https://cfs.nt.edu.au/contact-us18cfc994,https://cfs.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-14.4512,132.27042,true
government,Driver Primary School,Driver,0830,,admin.driverprimary@education.nt.gov.au,https://www.driverprimary.nt.edu.au/copy-of-contacts-2023,http://www.driverprimary.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.48559,130.97518,true
government,Durack Primary School,Durack,0830,,durack.school@education.nt.gov.au,https://durackschool.com.au/contact/,http://www.durackschool.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.47586,130.97409,true
government,Gillen Primary School,Gillen,0870,,gillen.school@education.nt.gov.au,http://www.gillenprimary.nt.edu.au,http://www.gillenprimary.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-23.708104,133.869042,true
government,Girraween Primary School,Girraween,0836,,admin.girrasch@education.nt.gov.au,https://www.girraweenprimary.nt.edu.au/contacts,http://www.girraweenprimary.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.5224,131.103,true
government,Gray Primary School,Gray,0830,,admin.graysch@education.nt.gov.au,http://www.grayprimary.nt.edu.au/,http://www.grayprimary.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.48961,130.98015,true
government,Howard Springs Primary School,Howard Springs,0835,,,https://www.howardspringsprimary.nt.edu.au/contact-us/,http://www.howardspringsprimary.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.4955,131.04519,true
government,Humpty Doo Primary School,Humpty Doo,0836,,,,http://,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.576142,131.1027,true
government,Jingili Primary School,Jingili,0810,,jingili.school@education.nt.gov.au,,http://www.jingiliprimary.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.38719,130.87423,true
government,Karama Primary School,Karama,0812,,,,http://,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.39838,130.91438,true
government,Katherine South Primary School,Katherine South,0850,,admin.kathesch@education.nt.gov.au,,http://www.katherinesouthprimary.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-14.4802,132.255,true
government,Larapinta Primary School,Alice Springs,0870,,,http://www.larapintaprimary.nt.edu.au/search,http://www.larapintaprimary.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-23.696514,133.833392,true
government,Larrakeyah Primary School,Larrakeyah,0820,,larrakeyah.admin@education.nt.gov.au,,http://www.larrakeyahprimary.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.45787,130.82965,true
government,Leanyer Primary School,Leanyer,0812,,,,http://www.leanyerschool.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.37524696,130.90042061,true
government,Ludmilla Primary School,Ludmilla,0820,,,https://www.ludmillaprimary.nt.edu.au/,http://www.ludmillaprimary.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.42534,130.85556,true
government,MacFarlane Primary School,Katherine East,0850,,admin.macfasch@education.nt.gov.au,https://macfarlaneprimary.nt.edu.au,http://www.macfarlaneprimary.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-14.4666,132.28311,true
government,Malak Primary School,Malak,0812,,admin.malak@ntschools.net,https://www.malakprimary.nt.edu.au/,http://www.malakprimary.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.39283,130.90309,true
government,Manunda Terrace Primary School,Karama,0812,,manunda.school@ntschools.net,https://www.manundaterraceprimaryschool.com/contact-us,https://www.manundaterraceprimaryschool.com/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.40311,130.91926,true
government,Millner Primary School,Millner,0810,,admin.millnerps@education.nt.gov.au,https://www.millnerprimary.nt.edu.au/contact/,http://www.millnerprimary.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.390722,130.85947,true
government,Moil Primary School,Moil,0810,,,,http://web.ntschools.net/w/moil/Pages/home.aspx,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.38794,130.88067,true
government,Moulden Primary School,Moulden,0830,,mackilloopcollege@nt.catholic.edu.au,https://mackillopnt.catholic.edu.au/,https://www.mackillopnt.catholic.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.5065,130.97113,true
government,Nakara Primary School,Nakara,0810,,nakara.primary@education.nt.gov.au,https://www.nakaraprimary.nt.edu.au/,https://www.nakaraprimary.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.37014,130.87776,true
government,Nhulunbuy Primary School,Nhulunbuy,0880,,nps.frontoffice@education.nt.gov.au,https://www.nhulunbuyprimary.nt.edu.au/contact-us/,https://www.nhulunbuyprimary.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.1821,136.7841,true
government,Nightcliff Primary School,Nightcliff,0810,,nightcliff.ps@education.nt.gov.au,https://www.nightcliffprimary.nt.edu.au/contact-us,https://www.nightcliffprimary.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.38057,130.84984,true
government,Parap Primary School,Parap,0820,,parapps.office@education.nt.gov.au,https://www.parapprimary.com.au/search,http://www.parapprimary.com.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.42984,130.84432,true
government,Ross Park Primary School,Alice Springs,0870,,rosspark.school@education.nt.gov.au,https://rossparkprimary.nt.edu.au/index.php/contact-your-teacher/,https://rossparkprimary.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-23.6936,133.8919,true
government,Sadadeen Primary School,Alice Springs,0870,,,,http://web.ntschools.net/w/sadadeenprimary/Pages/Home.aspx,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-23.701331,133.8975,true
government,Stuart Park Primary School,Stuart Park,0820,,stuartpark.school@education.nt.gov.au,https://stuartparkprimary.nt.edu.au/,https://stuartparkprimary.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.44091,130.8451,true
government,Tennant Creek Primary School,Tennant Creek,0860,,,,https://www.facebook.com/tennantcreekprimaryschoolcouncil/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-19.6501,134.18925,true
government,Wagaman Primary School,Wagaman,0810,,wagaman.school@education.nt.gov.au,http://www.wagamanprimary.nt.edu.au/index.php/contact,http://www.wagamanprimary.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.37957,130.88474,true
government,Wanguri Primary School,Wanguri,0810,,,,https://web.ntschools.net/w/wanguri/Pages/Home.aspx,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.37129,130.88711,true
government,Woodroffe Primary School,Woodroffe,0830,,,,http://web.ntschools.net/w/woodroffeprimary/Pages/default.aspx,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.50617,130.98241,true
government,Wulagi Primary School,Wulagi,0812,,wulagi.primary@education.nt.gov.au,https://wulagiprimary.nt.edu.au/contact/,https://wulagiprimary.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.38335,130.89537,true
government,Alyangula Area School,Alyangula,0885,,,,http://web.ntschools.net/w/Alyangula/Pages/Home.aspx,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-13.84964,136.42011,true
government,Batchelor Area School,Batchelor,0845,,,,https://web.ntschools.net/w/BatchelorSchool/Pages/default.aspx,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-13.046103,131.033019,true
government,Jabiru Area School,Jabiru,0886,,teach.det@education.nt.gov.au,https://app4.vision6.com.au/em/forms/subscribe.php?db=833291&s=826215&a=110991&k=nvC2NAaWEnq9wAj7eriWv7oIKfnhXNkUECJGj1YJqCk&va=5,https://www.teachintheterritory.nt.gov.au/schools/jabiru-area-school,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.67577,132.83534,true
government,Alekarenge School,Ali Curung,0872,,,,http://www.nationwide.com.au/alekarengeschool/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-21.003806,134.405661,true
government,Angurugu School,Angurugu,0822,,,,https://www.facebook.com/anguruguschool/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-13.98253,136.45933,true
government,Borroloola School,Borroloola,0854,,,https://www.borroloolaschool.nt.edu.au/,https://www.borroloolaschool.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-16.0582,136.30649,true
government,Gapuwiyak School,Gapuwiyak,0880,,,,https://www.facebook.com/gapuwiyakschool/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.50553,135.80806,true
government,Gunbalanya School,Gunbalanya,0822,,,,https://www.yourcareer.gov.au/resources/case-studies/gunbalanya-school-nt,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.32135,133.05709,true
government,Kalkaringi School,Kalkarindji,0852,,kalkaringi.admin@ntschools.net,https://kalkaringischool.com.au/Contact,https://kalkaringischool.com.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-17.44597,130.83233,true
government,Lajamanu School,Lajamanu,0852,,teach.det@education.nt.gov.au,https://app4.vision6.com.au/em/forms/subscribe.php?db=833291&s=826215&a=110991&k=nvC2NAaWEnq9wAj7eriWv7oIKfnhXNkUECJGj1YJqCk&va=5,https://www.teachintheterritory.nt.gov.au/schools/lajamanu-school,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-18.3353,130.633981,true
government,Maningrida College,Maningrida,0822,,,https://www.maningridacollege.nt.edu.au/,http://www.maningridacollege.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.05041,134.22333,true
government,Milingimbi School,Milingimbi,0822,,,,https://www.facebook.com/p/Milingimbi-Community-Education-Centre-100077915658116/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.1021,134.9201,true
government,Ngukurr School,Ngukurr,0852,,,,http://web.ntschools.net/w/ngukurr/SitePages/Home.aspx,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-14.7285,134.733,true
government,Numbulwar School,Numbulwar,0822,,,,https://directory.ntschools.net/#/schools/details/numbusch,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-14.27811,135.74119,true
government,Ramingining School,Ramingining,0822,,teach.det@education.nt.gov.au,https://app4.vision6.com.au/em/forms/subscribe.php?db=833291&s=826215&a=110991&k=nvC2NAaWEnq9wAj7eriWv7oIKfnhXNkUECJGj1YJqCk&va=5,https://www.teachintheterritory.nt.gov.au/schools/ramingining-school,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.32641,134.92619,true
government,Shepherdson College,Galiwinku,0822,,,,https://www.elcho.org/welcome,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.02856,135.56757,true
government,Yirrkala School,Yirrkala,0880,,,,https://www.facebook.com/yirrkalaschool/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.25189,136.89452,true
government,Yuendumu School,Yuendumu,0872,,reception.yuendumu@education.nt.gov.au,https://yuendumuschool.nt.edu.au/,http://www.yuendumuschool.nt.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-22.25565,131.796889,true
government,Henbury School,Tiwi,0810,,henbury.admin@education.nt.gov.au,http://www.henburyschool.org.au/site-search,http://www.henburyschool.org.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.36771254021427,130.88412789556298,true
government,Nemarluk School,Alawa,0810,,admin.nemarluk@education.nt.gov.au,http://nemarlukschool.com.au/,http://nemarlukschool.com.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.380037,130.874967,true
government,Laynhapuy Homelands School,Yirrkala,0880,,,,http://,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.2528,136.888,true
government,Acacia Hill School,Sadadeen,0871,,acaciahill.school@education.nt.gov.au,http://www.acaciahill.nt.edu.au/contact,http://www.acaciahill.nt.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-23.7007,133.898,true
government,Adelaide River School,Adelaide River,0846,,teach.det@education.nt.gov.au,https://app4.vision6.com.au/em/forms/subscribe.php?db=833291&s=826215&a=110991&k=nvC2NAaWEnq9wAj7eriWv7oIKfnhXNkUECJGj1YJqCk&va=5,https://www.teachintheterritory.nt.gov.au/schools/adelaide-river-school,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-13.2371,131.10926,true
government,Alcoota School,Engawala,0872,,teach.det@education.nt.gov.au,https://app4.vision6.com.au/em/forms/subscribe.php?db=833291&s=826215&a=110991&k=nvC2NAaWEnq9wAj7eriWv7oIKfnhXNkUECJGj1YJqCk&va=5,https://www.teachintheterritory.nt.gov.au/schools/alcoota-school,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-22.80235,134.45452,true
government,Alpurrurulam School,Alpurrurulam,4825,,teach.det@education.nt.gov.au,https://app4.vision6.com.au/em/forms/subscribe.php?db=833291&s=826215&a=110991&k=nvC2NAaWEnq9wAj7eriWv7oIKfnhXNkUECJGj1YJqCk&va=5,https://www.teachintheterritory.nt.gov.au/schools/alpurrurulam-school,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-20.98775,137.84839,true
government,Amoonguna School,Amoonguna,0873,,teach.det@education.nt.gov.au,https://app4.vision6.com.au/em/forms/subscribe.php?db=833291&s=826215&a=110991&k=nvC2NAaWEnq9wAj7eriWv7oIKfnhXNkUECJGj1YJqCk&va=5,https://www.teachintheterritory.nt.gov.au/schools/amoonguna-school,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-23.767906,133.938539,true
government,Ampilatwatja School,Ampilatwatja,0872,,teach.det@education.nt.gov.au,https://app4.vision6.com.au/em/forms/subscribe.php?db=833291&s=826215&a=110991&k=nvC2NAaWEnq9wAj7eriWv7oIKfnhXNkUECJGj1YJqCk&va=5,https://www.teachintheterritory.nt.gov.au/schools/ampilatwatja-school,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-21.65369,135.22478,true
government,Areyonga School,Areyonga,0872,,,,https://www.truelocal.com.au/business/areyonga-school/areyonga,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-24.0737,132.27011,true
government,Barunga School,Barunga,0852,,teach.det@education.nt.gov.au,https://app4.vision6.com.au/em/forms/subscribe.php?db=833291&s=826215&a=110991&k=nvC2NAaWEnq9wAj7eriWv7oIKfnhXNkUECJGj1YJqCk&va=5,https://www.teachintheterritory.nt.gov.au/schools/barunga-school,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-14.52456,132.86603,true
government,Belyuen School,Belyuen,0822,,,,https://web.ntschools.net/w/tegs/Pages/Belyuen.aspx,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.5393,130.701214,true
government,Bonya School,Anatye,0872,,,,http://directory.ntschools.net/SchoolProfile.aspx?name=Bonya%20School,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-22.77886,136.16675,true
government,Bulla Camp School,Baines,0852,,teach.det@education.nt.gov.au,https://app4.vision6.com.au/em/forms/subscribe.php?db=833291&s=826215&a=110991&k=nvC2NAaWEnq9wAj7eriWv7oIKfnhXNkUECJGj1YJqCk&va=5,https://www.teachintheterritory.nt.gov.au/schools/bulla-camp-school,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-15.9353,129.7122,true
government,Bulman School,Bulman Weemol,0852,,teach.det@education.nt.gov.au,https://app4.vision6.com.au/em/forms/subscribe.php?db=833291&s=826215&a=110991&k=nvC2NAaWEnq9wAj7eriWv7oIKfnhXNkUECJGj1YJqCk&va=5,https://www.teachintheterritory.nt.gov.au/schools/bulman-school,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-13.66483,134.33036,true
government,Canteen Creek School,Canteen Creek,0872,,teach.det@education.nt.gov.au,https://app4.vision6.com.au/em/forms/subscribe.php?db=833291&s=826215&a=110991&k=nvC2NAaWEnq9wAj7eriWv7oIKfnhXNkUECJGj1YJqCk&va=5,https://www.teachintheterritory.nt.gov.au/schools/canteen-creek-school,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-20.644769,135.584506,true
government,Douglas Daly School,Douglas-Daly,0822,,,,http://,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-13.8323,131.188,true
government,Dundee Beach School,Dundee Beach,0840,,,,https://web.ntschools.net/w/tegs/Pages/Dundee-Beach.aspx,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-12.7514,130.378,true
government,Elliott School,Elliott,0862,,,,http://directory.ntschools.net/SchoolProfile.aspx?name=Elliott%20School,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-17.5553,133.54,true
government,Epenarra School,Wutunugurra,0872,,teach.det@education.nt.gov.au,https://app4.vision6.com.au/em/forms/subscribe.php?db=833291&s=826215&a=110991&k=nvC2NAaWEnq9wAj7eriWv7oIKfnhXNkUECJGj1YJqCk&va=5,https://www.teachintheterritory.nt.gov.au/schools/epenarra-school,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-20.46311,135.24972,true
